GEOID,N,Y,total_hh,home_charge_perc
06017030200,826,1138,1964,0.5794297352342159
06017030301,388,658,1046,0.6290630975143403
06017030302,566,712,1278,0.5571205007824727
06017030401,289,1040,1329,0.78254326561324306
06017030402,810,1090,1900,0.5736842105263158
06017030502,150,877,1027,0.8539435248296008
06017030504,142,813,955,0.8513089005235602
06017030505,110,764,874,0.8741418764302059
06017030601,311,1812,2123,0.8535091851154027
06017030602,536,2287,2823,0.8101310662415869
06017030603,245,1253,1498,0.8364485981308412
06017030701,387,1741,2128,0.8181390977443609
06017030704,898,2502,3400,0.7358823529411764
06017030706,484,1764,2248,0.7846975088967971
06017030709,191,1412,1603,0.8808484092326887
06017030710,246,1508,1754,0.8597491448118586
06017030801,279,1338,1617,0.8274582560296846
06017030803,882,2221,3103,0.7157589429584273
06017030804,504,1893,2397,0.7897371714643304
06017030807,296,1138,1434,0.793584379358438
06017030808,497,1847,2344,0.7879692832764505
06017030809,226,703,929,0.7567276641550054
06017030810,478,956,1434,0.6666666666666666
06017030901,178,977,1155,0.8458874458874459
06017030902,252,1577,1829,0.8622197922361946
06017031000,761,1749,2510,0.696812749003984
06017031100,570,1704,2274,0.7493403693931399
06017031200,454,1427,1881,0.7586390217969166
06017031301,190,1110,1300,0.8538461538461538
06017031302,487,1376,1863,0.738593666129898
06017031402,331,2126,2457,0.8652828652828652
06017031404,126,776,902,0.8603104212860311
06017031405,121,851,972,0.8755144032921811
06017031406,250,1763,2013,0.8758072528564332
06017031502,717,1790,2507,0.7140007977662545
06017031503,165,862,1027,0.8393378773125608
06017031504,568,1665,2233,0.7456336766681594
06017031600,749,639,1388,0.4603746397694525
06017031700,124,823,947,0.8690601900739177
06017031800,246,1892,2138,0.8849391955098223
06017031900,10,37,47,0.7872340425531915
06017032000,68,255,323,0.7894736842105263
06019000100,495,188,683,0.2752562225475842
06019000200,313,447,760,0.5881578947368421
06019000300,423,695,1118,0.6216457960644007
06019000400,333,912,1245,0.7325301204819277
06019000501,470,305,775,0.3935483870967742
06019000502,590,418,1008,0.4146825396825397
06019000600,1260,690,1950,0.35384615384615387
06019000700,291,832,1123,0.7408726625111309
06019000800,261,158,419,0.37708830548926014
06019000901,298,415,713,0.5820476858345021
06019000902,632,761,1393,0.5463029432878679
06019001000,303,717,1020,0.7029411764705882
06019001100,173,528,701,0.7532097004279601
06019001201,395,1051,1446,0.7268326417704011
06019001202,364,778,1142,0.681260945709282
06019001301,422,1051,1473,0.7135098438560761
06019001303,221,370,591,0.62605752961082906
06019001304,770,663,1433,0.46266573621772505
06019001407,1051,555,1606,0.3455790784557908
06019001408,714,505,1219,0.4142739950779327
06019001409,153,530,683,0.7759882869692533
06019001410,585,2200,2785,0.7899461400359067
06019001411,851,1290,2141,0.6025221858944418
06019001412,103,591,694,0.8515850144092219
06019001413,272,1569,1841,0.8522542096686584
06019001414,465,1960,2425,0.8082474226804124
06019001500,173,446,619,0.7205169628432956
06019001600,528,1260,1788,0.7046979865771812
06019001700,492,1344,1836,0.7320261437908496
06019001800,274,1044,1318,0.7921092564491654
06019001900,170,671,841,0.797859690844233
06019002000,732,1025,1757,0.5833807626636311
06019002100,653,1409,2062,0.6833171677982541
06019002200,633,965,1598,0.6038798498122653
06019002300,544,740,1284,0.5763239875389408
06019002400,573,765,1338,0.5717488789237668
06019002501,670,675,1345,0.5018587360594795
06019002502,546,580,1126,0.5150976909413855
06019002601,378,929,1307,0.7107880642693191
06019002602,236,750,986,0.7606490872210954
06019002701,272,888,1160,0.7655172413793103
06019002702,666,710,1376,0.5159883720930233
06019002800,564,718,1282,0.5600624024960998
06019002903,605,565,1170,0.4829059829059829
06019002904,206,633,839,0.7544696066746126
06019002905,428,488,916,0.5327510917030568
06019002906,577,980,1557,0.6294155427103404
06019003001,338,546,884,0.6176470588235294
06019003003,624,532,1156,0.4602076124567474
06019003004,187,535,722,0.7409972299168975
06019003102,1269,1380,2649,0.5209513023782559
06019003103,889,1147,2036,0.5633595284872298
06019003104,862,708,1570,0.45095541401273886
06019003201,493,993,1486,0.6682368775235532
06019003202,795,859,1654,0.5193470374848851
06019003301,367,690,1057,0.6527909176915799
06019003302,489,1011,1500,0.674
06019003400,714,969,1683,0.5757575757575758
06019003500,798,1295,2093,0.6187290969899666
06019003600,386,1378,1764,0.7811791383219955
06019003701,352,701,1053,0.6657169990503324
06019003702,627,893,1520,0.5875
06019003803,495,2083,2578,0.8079906904577192
06019003804,268,1374,1642,0.8367844092570037
06019003805,932,1138,2070,0.5497584541062802
06019003807,416,674,1090,0.618348623853211
06019003808,279,1184,1463,0.8092959671907041
06019003809,639,961,1600,0.600625
06019003810,281,1304,1585,0.8227129337539432
06019003900,439,1234,1673,0.7375971309025703
06019004001,593,1593,2186,0.7287282708142726
06019004002,607,1320,1927,0.6850025947067981
06019004100,255,673,928,0.7252155172413793
06019004205,875,1160,2035,0.5700245700245701
06019004207,597,2453,3050,0.8042622950819672
06019004208,407,2039,2446,0.8336058871627147
06019004210,706,774,1480,0.522972972972973
06019004211,483,1752,2235,0.7838926174496644
06019004212,2337,2253,4590,0.49084967320261436
06019004213,455,844,1299,0.6497305619707467
06019004214,374,1523,1897,0.8028465998945704
06019004215,237,1175,1412,0.8321529745042493
06019004216,184,1038,1222,0.8494271685761048
06019004301,333,1436,1769,0.8117580553985303
06019004302,314,1759,2073,0.848528702363724
06019004303,381,1488,1869,0.7961476725521669
06019004404,609,499,1108,0.4503610108303249
06019004405,251,1170,1421,0.8233638282899367
06019004406,1018,1298,2316,0.5604490500863558
06019004408,884,778,1662,0.4681107099879663
06019004409,447,846,1293,0.654292343387471
06019004503,826,1334,2160,0.6175925925925926
06019004504,958,1134,2092,0.5420650095602294
06019004505,1270,854,2124,0.4020715630885122
06019004506,465,1011,1476,0.6849593495934959
06019004601,219,931,1150,0.8095652173913044
06019004602,208,884,1092,0.8095238095238095
06019004701,1087,1262,2349,0.5372498935717327
06019004703,364,862,1226,0.7030995106035889
06019004704,754,893,1647,0.5421979356405586
06019004801,806,780,1586,0.4918032786885246
06019004802,617,884,1501,0.5889407061958695
06019004901,494,977,1471,0.6641740312712441
06019004902,185,542,727,0.7455295735900963
06019005000,474,1048,1522,0.6885676741130092
06019005100,919,1185,2104,0.563212927756654
06019005202,563,555,1118,0.4964221824686941
06019005203,672,926,1598,0.5794743429286608
06019005204,490,877,1367,0.6415508412582297
06019005301,552,1318,1870,0.704812834224599
06019005302,926,982,1908,0.5146750524109015
06019005304,1171,887,2058,0.43100097181729835
06019005305,254,856,1110,0.7711711711711712
06019005403,883,524,1407,0.3724235963041933
06019005405,344,1148,1492,0.7694369973190348
06019005406,233,1204,1437,0.83785664578984
06019005407,349,875,1224,0.7148692810457516
06019005408,252,92,344,0.26744186046511625
06019005409,794,612,1406,0.4352773826458037
06019005410,494,660,1154,0.5719237435008665
06019005503,577,1738,2315,0.750755939524838
06019005504,178,897,1075,0.8344186046511628
06019005505,300,1812,2112,0.8579545454545454
06019005507,608,1659,2267,0.7318041464490516
06019005508,503,1533,2036,0.7529469548133595
06019005509,671,1084,1755,0.6176638176638176
06019005510,1062,1197,2259,0.5298804780876494
06019005512,416,1301,1717,0.7577169481654048
06019005513,187,766,953,0.8037775445960126
06019005514,330,1000,1330,0.7518796992481203
06019005515,140,495,635,0.7795275590551181
06019005516,1076,1651,2727,0.6054272093876054
06019005517,418,2211,2629,0.8410041841004184
06019005518,276,1584,1860,0.8516129032258064
06019005520,106,765,871,0.878300803673938
06019005522,261,1203,1464,0.8217213114754098
06019005524,241,1338,1579,0.8473717542748576
06019005525,68,326,394,0.8274111675126904
06019005602,1064,1184,2248,0.5266903914590747
06019005605,80,453,533,0.849906191369606
06019005606,382,959,1341,0.715137956748695
06019005607,1288,668,1956,0.34151329243353784
06019005608,533,792,1325,0.5977358490566038
06019005701,383,946,1329,0.7118133935289691
06019005702,341,1477,1818,0.8124312431243125
06019005703,236,1506,1742,0.8645235361653272
06019005704,584,1136,1720,0.6604651162790698
06019005801,538,1252,1790,0.69944134078212294
06019005802,198,1291,1489,0.8670248488918737
06019005804,443,1654,2097,0.7887458273724368
06019005805,232,1574,1806,0.8715393133997785
06019005904,267,1604,1871,0.8572955638695885
06019005905,384,2137,2521,0.8476794922649742
06019005906,126,619,745,0.8308724832214766
06019005907,224,799,1023,0.7810361681329423
06019005909,326,1919,2245,0.8547884187082405
06019005911,292,1599,1891,0.8455843469063987
06019005912,250,1758,2008,0.8754980079681275
06019006000,861,2172,3033,0.7161226508407518
06019006100,580,1630,2210,0.7375565610859729
06019006201,214,464,678,0.6843657817109144
06019006202,353,1328,1681,0.7900059488399762
06019006300,495,1896,2391,0.7929736511919699
06019006402,177,890,1067,0.8341143392689785
06019006403,399,1675,2074,0.8076181292189006
06019006404,295,1455,1750,0.8314285714285714
06019006405,379,1615,1994,0.8099297893681043
06019006501,793,909,1702,0.5340775558166863
06019006502,494,805,1299,0.619707467282525
06019006602,579,1003,1582,0.634007585335019
06019006603,230,414,644,0.6428571428571429
06019006604,614,1238,1852,0.6684665226781857
06019006700,460,1701,2161,0.7871355853771402
06019006802,274,756,1030,0.7339805825242719
06019006900,244,644,888,0.7252252252252253
06019007002,478,988,1466,0.6739427012278308
06019007003,502,1726,2228,0.774685816876122
06019007004,455,1368,1823,0.750411409764125
06019007100,584,1466,2050,0.7151219512195122
06019007201,702,2120,2822,0.7512402551381998
06019007202,471,1196,1667,0.7174565086982604
06019007300,285,961,1246,0.7712680577849117
06019007400,273,736,1009,0.7294350842418236
06019007500,335,1162,1497,0.7762191048764195
06019007600,302,1001,1303,0.7682271680736761
06019007700,312,1183,1495,0.7913043478260869
06019007801,223,432,655,0.6595419847328244
06019007802,745,551,1296,0.4251543209876543
06019007902,271,600,871,0.6888633754305397
06019008000,463,1225,1688,0.7257109004739336
06019008100,677,1388,2065,0.6721549636803874
06019008200,578,1203,1781,0.6754632229084784
06019008301,627,868,1495,0.5806020066889632
06019008302,534,1037,1571,0.66008911521324
06019008401,849,1472,2321,0.6342093925032314
06019008402,77,223,300,0.7433333333333333
06019008501,462,724,1186,0.6104553119730185
06019008502,812,1389,2201,0.6310767832803271
06021010100,859,2080,2939,0.7077237155495066
06021010200,421,1370,1791,0.7649357900614182
06021010300,194,604,798,0.7568922305764411
06021010400,991,1722,2713,0.6347217102838186
06021010501,275,935,1210,0.7727272727272727
06021010502,149,485,634,0.7649842271293376
06023000100,1177,817,1994,0.40972918756268806
06023000200,791,1670,2461,0.6785859406745226
06023000300,706,1736,2442,0.7108927108927109
06023000400,413,1158,1571,0.7371101209420751
06023000500,950,925,1875,0.49333333333333335
06023000600,463,1565,2028,0.7716962524654832
06023000700,421,1760,2181,0.8069692801467216
06023000800,680,1526,2206,0.6917497733454215
06023000900,447,1724,2171,0.7941040994933211
06023001000,1428,967,2395,0.40375782881002087
06023001101,914,1839,2753,0.6679985470395932
06023001200,781,1058,1839,0.5753126699293094
06023001300,126,453,579,0.7823834196891192
06023010102,225,748,973,0.7687564234326825
06023010200,238,962,1200,0.8016666666666666
06023010300,334,1032,1366,0.7554904831625183
06023010400,295,1153,1448,0.7962707182320442
06023010501,913,2152,3065,0.702120717781403
06023010502,675,1653,2328,0.7100515463917526
06023010600,125,614,739,0.8308525033829499
06023010700,676,2207,2883,0.7655220256677072
06023010800,576,1195,1771,0.6747600225861096
06023010901,615,1130,1745,0.6475644699140402
06023010902,343,1299,1642,0.7911084043848965
06023011000,492,1341,1833,0.7315875613747954
06023011100,455,1239,1694,0.731404958677686
06023011200,293,1017,1310,0.7763358778625954
06023011500,413,1169,1582,0.7389380530973452
06023011600,433,1110,1543,0.7193778353856124
06023940000,288,774,1062,0.7288135593220338
06025010101,12,18,30,0.6
06025010102,370,756,1126,0.6714031971580817
06025010200,281,458,739,0.6197564276048715
06025010300,59,254,313,0.8115015974440895
06025010400,717,1012,1729,0.5853094274146906
06025010500,721,1227,1948,0.6298767967145791
06025010600,582,1448,2030,0.7133004926108374
06025010700,428,744,1172,0.6348122866894198
06025010800,109,299,408,0.7328431372549019
06025010900,628,1300,1928,0.6742738589211619
06025011000,810,3025,3835,0.788787483702738
06025011100,357,703,1060,0.6632075471698113
06025011201,412,1387,1799,0.7709838799332963
06025011202,900,712,1612,0.44168734491315137
06025011300,808,1844,2652,0.6953242835595776
06025011400,336,665,1001,0.6643356643356644
06025011500,705,848,1553,0.5460399227301996
06025011600,718,1060,1778,0.5961754780652418
06025011700,367,964,1331,0.724267468069121
06025011801,145,1039,1184,0.8775337837837838
06025011802,616,826,1442,0.5728155339805825
06025011803,273,1250,1523,0.8207485226526592
06025011900,704,1786,2490,0.7172690763052209
06025012001,457,433,890,0.48651685393258426
06025012002,493,1740,2233,0.7792207792207793
06025012100,731,1063,1794,0.592530657748049
06025012200,346,1293,1639,0.788895668090299
06025012301,75,298,373,0.7989276139410187
06025012302,505,1847,2352,0.7852891156462585
06025012400,119,249,368,0.6766304347826086
06025940000,137,360,497,0.7243460764587525
06027000100,326,851,1177,0.7230246389124894
06027000200,148,555,703,0.7894736842105263
06027000300,135,838,973,0.8612538540596094
06027000400,1041,1560,2601,0.5997693194925029
06027000500,228,848,1076,0.7881040892193308
06027000800,379,1041,1420,0.7330985915492958
06029000101,1955,2734,4689,0.5830667519727021
06029000102,337,883,1220,0.7237704918032787
06029000200,911,1871,2782,0.6725377426312006
06029000300,656,1120,1776,0.6306306306306306
06029000400,703,888,1591,0.5581395348837209
06029000503,363,2442,2805,0.8705882352941177
06029000504,701,1096,1797,0.6099053978853645
06029000505,310,1087,1397,0.7780959198282033
06029000506,680,472,1152,0.4097222222222222
06029000507,213,1094,1307,0.8370313695485846
06029000600,1390,1104,2494,0.44266238973536487
06029000700,354,1453,1807,0.8040951853901495
06029000800,343,1181,1524,0.7749343832020997
06029000902,352,896,1248,0.717948717948718
06029000903,558,847,1405,0.602846975088968
06029000904,434,998,1432,0.696927374301676
06029000905,186,612,798,0.7669172932330827
06029000906,246,1035,1281,0.8079625292740047
06029000907,138,534,672,0.7946428571428571
06029000908,458,1210,1668,0.7254196642685852
06029000909,161,787,948,0.830168776371308
06029000910,1416,2678,4094,0.6541279921836834
06029001000,531,2285,2816,0.8114346590909091
06029001101,422,1021,1443,0.7075537075537075
06029001102,452,1272,1724,0.7378190255220418
06029001103,418,837,1255,0.6669322709163347
06029001201,192,550,742,0.7412398921832885
06029001202,767,800,1567,0.5105296745373324
06029001300,938,1054,1992,0.5291164658634538
06029001400,1033,1294,2327,0.5560807907176623
06029001500,206,471,677,0.6957163958641064
06029001600,417,308,725,0.42482758620689653
06029001700,584,1132,1716,0.6596736596736597
06029001801,786,1203,1989,0.6048265460030166
06029001802,1071,1135,2206,0.514505893019039
06029001901,357,1005,1362,0.737885462555066
06029001902,670,949,1619,0.5861642989499691
06029002000,1100,1198,2298,0.5213228894691035
06029002100,258,610,868,0.7027649769585254
06029002200,573,876,1449,0.6045548654244306
06029002301,656,2072,2728,0.7595307917888563
06029002302,366,496,862,0.5754060324825986
06029002400,525,1587,2112,0.7514204545454546
06029002500,871,1571,2442,0.6433251433251433
06029002600,246,695,941,0.7385759829968119
06029002700,504,1390,1894,0.73389651531151
06029002804,414,1031,1445,0.7134948096885814
06029002806,514,405,919,0.44069640914036995
06029002807,188,1221,1409,0.8665720369056068
06029002808,763,1844,2607,0.7073264288454162
06029002811,210,1173,1383,0.8481561822125814
06029002812,1021,975,1996,0.48847695390781565
06029002813,962,757,1719,0.44037230948225714
